Mod:Item:MetaData, Localized Name
RotaryCraft:rotarycraft_item_modextracts:217, Sodalite Slurry
RotaryCraft:rotarycraft_item_modextracts:218, Sodalite Solution
RotaryCraft:rotarycraft_item_modextracts:219, Sodalite Flakes
RotaryCraft:rotarycraft_item_modextracts:220, Powdered Pyrite
RotaryCraft:rotarycraft_item_modextracts:221, Pyrite Slurry
RotaryCraft:rotarycraft_item_modextracts:222, Pyrite Solution
RotaryCraft:rotarycraft_item_modextracts:223, Pyrite Flakes
RotaryCraft:rotarycraft_item_modextracts:224, Powdered Ammonium Chloride
RotaryCraft:rotarycraft_item_modextracts:225, Ammonium Chloride Slurry
RotaryCraft:rotarycraft_item_modextracts:226, Ammonium Chloride Solution
RotaryCraft:rotarycraft_item_modextracts:227, Ammonium Chloride Flakes
RotaryCraft:rotarycraft_item_modextracts:228, Powdered Calcite
RotaryCraft:rotarycraft_item_modextracts:229, Calcite Slurry
RotaryCraft:rotarycraft_item_modextracts:230, Calcite Solution
RotaryCraft:rotarycraft_item_modextracts:231, Calcite Flakes
RotaryCraft:rotarycraft_item_modextracts:232, Powdered Chimerite
RotaryCraft:rotarycraft_item_modextracts:233, Chimerite Slurry
RotaryCraft:rotarycraft_item_modextracts:234, Chimerite Solution
RotaryCraft:rotarycraft_item_modextracts:235, Chimerite Flakes
RotaryCraft:rotarycraft_item_modextracts:236, Powdered Vinteum
RotaryCraft:rotarycraft_item_modextracts:237, Vinteum Slurry
RotaryCraft:rotarycraft_item_modextracts:238, Vinteum Solution
RotaryCraft:rotarycraft_item_modextracts:239, Vinteum Flakes
RotaryCraft:rotarycraft_item_modextracts:240, Powdered Blue Topaz
RotaryCraft:rotarycraft_item_modextracts:241, Blue Topaz Slurry
RotaryCraft:rotarycraft_item_modextracts:242, Blue Topaz Solution
RotaryCraft:rotarycraft_item_modextracts:243, Blue Topaz Flakes
RotaryCraft:rotarycraft_item_modextracts:244, Powdered Moonstone
RotaryCraft:rotarycraft_item_modextracts:245, Moonstone Slurry
RotaryCraft:rotarycraft_item_modextracts:246, Moonstone Solution
RotaryCraft:rotarycraft_item_modextracts:247, Moonstone Flakes
RotaryCraft:rotarycraft_item_modextracts:248, Powdered Sunstone
RotaryCraft:rotarycraft_item_modextracts:249, Sunstone Slurry
RotaryCraft:rotarycraft_item_modextracts:250, Sunstone Solution
RotaryCraft:rotarycraft_item_modextracts:251, Sunstone Flakes
RotaryCraft:rotarycraft_item_modextracts:252, Powdered Titanium
RotaryCraft:rotarycraft_item_modextracts:253, Titanium Slurry
RotaryCraft:rotarycraft_item_modextracts:254, Titanium Solution
RotaryCraft:rotarycraft_item_modextracts:255, Titanium Flakes
RotaryCraft:rotarycraft_item_modextracts:256, Powdered Magmanite
RotaryCraft:rotarycraft_item_modextracts:257, Magmanite Slurry
RotaryCraft:rotarycraft_item_modextracts:258, Magmanite Solution
RotaryCraft:rotarycraft_item_modextracts:259, Magmanite Flakes
RotaryCraft:rotarycraft_item_modextracts:260, Powdered Magnetite
RotaryCraft:rotarycraft_item_modextracts:261, Magnetite Slurry
RotaryCraft:rotarycraft_item_modextracts:262, Magnetite Solution
RotaryCraft:rotarycraft_item_modextracts:263, Magnetite Flakes
RotaryCraft:rotarycraft_item_modextracts:264, Powdered Essence
RotaryCraft:rotarycraft_item_modextracts:265, Essence Slurry
RotaryCraft:rotarycraft_item_modextracts:266, Essence Solution
RotaryCraft:rotarycraft_item_modextracts:267, Essence Flakes
RotaryCraft:rotarycraft_item_modextracts:268, Powdered Mimichite
RotaryCraft:rotarycraft_item_modextracts:269, Mimichite Slurry
RotaryCraft:rotarycraft_item_modextracts:270, Mimichite Solution
RotaryCraft:rotarycraft_item_modextracts:271, Mimichite Flakes
RotaryCraft:rotarycraft_item_modextracts:272, Powdered Nether Uranium
RotaryCraft:rotarycraft_item_modextracts:273, Nether Uranium Slurry
RotaryCraft:rotarycraft_item_modextracts:274, Nether Uranium Solution
RotaryCraft:rotarycraft_item_modextracts:275, Nether Uranium Flakes
RotaryCraft:rotarycraft_item_modextracts:276, Powdered Quantum
RotaryCraft:rotarycraft_item_modextracts:277, Quantum Slurry
RotaryCraft:rotarycraft_item_modextracts:278, Quantum Solution
RotaryCraft:rotarycraft_item_modextracts:279, Quantum Flakes
RotaryCraft:rotarycraft_item_modextracts:280, Powdered Nether Iridium
RotaryCraft:rotarycraft_item_modextracts:281, Nether Iridium Slurry
RotaryCraft:rotarycraft_item_modextracts:282, Nether Iridium Solution
RotaryCraft:rotarycraft_item_modextracts:283, Nether Iridium Flakes
RotaryCraft:rotarycraft_item_modextracts:284, Powdered Dark Iron
RotaryCraft:rotarycraft_item_modextracts:285, Dark Iron Slurry
RotaryCraft:rotarycraft_item_modextracts:286, Dark Iron Solution
RotaryCraft:rotarycraft_item_modextracts:287, Dark Iron Flakes
RotaryCraft:rotarycraft_item_modextracts:288, Powdered Chromite
RotaryCraft:rotarycraft_item_modextracts:289, Chromite Slurry
RotaryCraft:rotarycraft_item_modextracts:290, Chromite Solution
RotaryCraft:rotarycraft_item_modextracts:291, Chromite Flakes
RotaryCraft:rotarycraft_item_modextracts:292, Powdered Nether Sapphire
RotaryCraft:rotarycraft_item_modextracts:293, Nether Sapphire Slurry
RotaryCraft:rotarycraft_item_modextracts:294, Nether Sapphire Solution
RotaryCraft:rotarycraft_item_modextracts:295, Nether Sapphire Flakes
RotaryCraft:rotarycraft_item_modextracts:296, Powdered Nether Peridot
RotaryCraft:rotarycraft_item_modextracts:297, Nether Peridot Slurry
RotaryCraft:rotarycraft_item_modextracts:298, Nether Peridot Solution
RotaryCraft:rotarycraft_item_modextracts:299, Nether Peridot Flakes
RotaryCraft:rotarycraft_item_modextracts:300, Powdered Nether Titanium
RotaryCraft:rotarycraft_item_modextracts:301, Nether Titanium Slurry
RotaryCraft:rotarycraft_item_modextracts:302, Nether Titanium Solution
RotaryCraft:rotarycraft_item_modextracts:303, Nether Titanium Flakes
RotaryCraft:rotarycraft_item_modextracts:304, Powdered Nether Sulfur
RotaryCraft:rotarycraft_item_modextracts:305, Nether Sulfur Slurry
RotaryCraft:rotarycraft_item_modextracts:306, Nether Sulfur Solution
RotaryCraft:rotarycraft_item_modextracts:307, Nether Sulfur Flakes
RotaryCraft:rotarycraft_item_modextracts:308, Powdered Nether Osmium
RotaryCraft:rotarycraft_item_modextracts:309, Nether Osmium Slurry
RotaryCraft:rotarycraft_item_modextracts:310, Nether Osmium Solution
RotaryCraft:rotarycraft_item_modextracts:311, Nether Osmium Flakes
RotaryCraft:rotarycraft_item_modextracts:312, Powdered Silicon
RotaryCraft:rotarycraft_item_modextracts:313, Silicon Slurry
RotaryCraft:rotarycraft_item_modextracts:314, Silicon Solution
RotaryCraft:rotarycraft_item_modextracts:315, Silicon Flakes
RotaryCraft:rotarycraft_item_modextracts:316, Powdered Rutile
RotaryCraft:rotarycraft_item_modextracts:317, Rutile Slurry
RotaryCraft:rotarycraft_item_modextracts:318, Rutile Solution
RotaryCraft:rotarycraft_item_modextracts:319, Rutile Flakes
RotaryCraft:rotarycraft_item_modextracts:320, Powdered Amethyst
RotaryCraft:rotarycraft_item_modextracts:321, Amethyst Slurry
RotaryCraft:rotarycraft_item_modextracts:322, Amethyst Solution
RotaryCraft:rotarycraft_item_modextracts:323, Amethyst Flakes
RotaryCraft:rotarycraft_item_modextracts:324, Powdered Teslatite
RotaryCraft:rotarycraft_item_modextracts:325, Teslatite Slurry
RotaryCraft:rotarycraft_item_modextracts:326, Teslatite Solution
RotaryCraft:rotarycraft_item_modextracts:327, Teslatite Flakes
RotaryCraft:rotarycraft_item_modextracts:328, Powdered Mana
RotaryCraft:rotarycraft_item_modextracts:329, Mana Slurry
RotaryCraft:rotarycraft_item_modextracts:330, Mana Solution
RotaryCraft:rotarycraft_item_modextracts:331, Mana Flakes
RotaryCraft:rotarycraft_item_modextracts:332, Powdered Nether Saltpeter
RotaryCraft:rotarycraft_item_modextracts:333, Nether Saltpeter Slurry
RotaryCraft:rotarycraft_item_modextracts:334, Nether Saltpeter Solution
RotaryCraft:rotarycraft_item_modextracts:335, Nether Saltpeter Flakes
RotaryCraft:rotarycraft_item_modextracts:336, Powdered Thorium
RotaryCraft:rotarycraft_item_modextracts:337, Thorium Slurry
RotaryCraft:rotarycraft_item_modextracts:338, Thorium Solution
RotaryCraft:rotarycraft_item_modextracts:339, Thorium Flakes
RotaryCraft:rotarycraft_item_modextracts:340, Powdered Draconium
RotaryCraft:rotarycraft_item_modextracts:341, Draconium Slurry
RotaryCraft:rotarycraft_item_modextracts:342, Draconium Solution
RotaryCraft:rotarycraft_item_modextracts:343, Draconium Flakes
RotaryCraft:rotarycraft_item_modextracts:344, Powdered Endium
RotaryCraft:rotarycraft_item_modextracts:345, Endium Slurry
RotaryCraft:rotarycraft_item_modextracts:346, Endium Solution
RotaryCraft:rotarycraft_item_modextracts:347, Endium Flakes
RotaryCraft:rotarycraft_item_modextracts:348, Powdered Dilithium
RotaryCraft:rotarycraft_item_modextracts:349, Dilithium Slurry
RotaryCraft:rotarycraft_item_modextracts:350, Dilithium Solution
RotaryCraft:rotarycraft_item_modextracts:351, Dilithium Flakes
RotaryCraft:rotarycraft_item_modextracts:352, Powdered Eximite
RotaryCraft:rotarycraft_item_modextracts:353, Eximite Slurry
RotaryCraft:rotarycraft_item_modextracts:354, Eximite Solution
RotaryCraft:rotarycraft_item_modextracts:355, Eximite Flakes
RotaryCraft:rotarycraft_item_modextracts:356, Powdered Meutoite
RotaryCraft:rotarycraft_item_modextracts:357, Meutoite Slurry
RotaryCraft:rotarycraft_item_modextracts:358, Meutoite Solution
RotaryCraft:rotarycraft_item_modextracts:359, Meutoite Flakes
RotaryCraft:rotarycraft_item_modingots:0, Tin Ingot
RotaryCraft:rotarycraft_item_modingots:1, Copper Ingot
RotaryCraft:rotarycraft_item_modingots:2, Lead Ingot
RotaryCraft:rotarycraft_item_modingots:3, Nickel Ingot
RotaryCraft:rotarycraft_item_modingots:4, Silver Ingot
RotaryCraft:rotarycraft_item_modingots:5, Galena Dust
RotaryCraft:rotarycraft_item_modingots:6, Aluminum Ingot
RotaryCraft:rotarycraft_item_modingots:7, Iridium Ingot
RotaryCraft:rotarycraft_item_modingots:8, Firestone Item
RotaryCraft:rotarycraft_item_modingots:9, Certus Quartz Gem
RotaryCraft:rotarycraft_item_modingots:10, Uranium Ingot
RotaryCraft:rotarycraft_item_modingots:11, Mercury Item
RotaryCraft:rotarycraft_item_modingots:12, Amber Gem
RotaryCraft:rotarycraft_item_modingots:13, Air Infused Item
RotaryCraft:rotarycraft_item_modingots:14, Fire Infused Item
RotaryCraft:rotarycraft_item_modingots:15, Water Infused Item
RotaryCraft:rotarycraft_item_modingots:16, Earth Infused Item
RotaryCraft:rotarycraft_item_modingots:17, Entropy Infused Item
RotaryCraft:rotarycraft_item_modingots:18, Order Infused Item
RotaryCraft:rotarycraft_item_modingots:19, Apatite Gem
RotaryCraft:rotarycraft_item_modingots:20, Saltpeter Dust
RotaryCraft:rotarycraft_item_modingots:21, Tungsten Dust
RotaryCraft:rotarycraft_item_modingots:22, Nikolite Dust
RotaryCraft:rotarycraft_item_modingots:23, Peridot Gem
RotaryCraft:rotarycraft_item_modingots:24, Ruby Gem
RotaryCraft:rotarycraft_item_modingots:25, Sapphire Gem
RotaryCraft:rotarycraft_item_modingots:26, Monazit Item
RotaryCraft:rotarycraft_item_modingots:27, Force Gem
RotaryCraft:rotarycraft_item_modingots:28, Nether Coal Item
RotaryCraft:rotarycraft_item_modingots:29, Nether Iron Ingot
RotaryCraft:rotarycraft_item_modingots:30, Nether Gold Ingot
RotaryCraft:rotarycraft_item_modingots:31, Nether Redstone Dust
RotaryCraft:rotarycraft_item_modingots:32, Nether Lapis Item
RotaryCraft:rotarycraft_item_modingots:33, Nether Diamond Gem
RotaryCraft:rotarycraft_item_modingots:34, Nether Emerald Gem
RotaryCraft:rotarycraft_item_modingots:35, Nether Tin Ingot
RotaryCraft:rotarycraft_item_modingots:36, Nether Copper Ingot
RotaryCraft:rotarycraft_item_modingots:37, Nether Lead Ingot
RotaryCraft:rotarycraft_item_modingots:38, Nether Nickel Ingot
RotaryCraft:rotarycraft_item_modingots:39, Nether Silver Ingot
RotaryCraft:rotarycraft_item_modingots:40, Nether Nikolite Dust
RotaryCraft:rotarycraft_item_modingots:41, Cobalt Ingot
RotaryCraft:rotarycraft_item_modingots:42, Ardite Ingot
RotaryCraft:rotarycraft_item_modingots:43, Platinum Ingot
RotaryCraft:rotarycraft_item_modingots:44, Nether Platinum Ingot
RotaryCraft:rotarycraft_item_modingots:45, Zinc Ingot
RotaryCraft:rotarycraft_item_modingots:46, Osmium Ingot
RotaryCraft:rotarycraft_item_modingots:47, Pig Iron Ingot
RotaryCraft:rotarycraft_item_modingots:48, Sulfur Dust
RotaryCraft:rotarycraft_item_modingots:49, Pitchblende Ingot
RotaryCraft:rotarycraft_item_modingots:50, Cadmium Ingot
RotaryCraft:rotarycraft_item_modingots:51, Indium Ingot
RotaryCraft:rotarycraft_item_modingots:52, Fluorite Gem
RotaryCraft:rotarycraft_item_modingots:53, Bauxite Dust
RotaryCraft:rotarycraft_item_modingots:54, Sodalite Item
RotaryCraft:rotarycraft_item_modingots:55, Pyrite Dust
RotaryCraft:rotarycraft_item_modingots:56, Ammonium Chloride Dust
RotaryCraft:rotarycraft_item_modingots:57, Calcite Gem
RotaryCraft:rotarycraft_item_modingots:58, Chimerite Gem
RotaryCraft:rotarycraft_item_modingots:59, Vinteum Dust
RotaryCraft:rotarycraft_item_modingots:60, Blue Topaz Gem
RotaryCraft:rotarycraft_item_modingots:61, Moonstone Gem
RotaryCraft:rotarycraft_item_modingots:62, Sunstone Gem
RotaryCraft:rotarycraft_item_modingots:63, Titanium Ingot
RotaryCraft:rotarycraft_item_modingots:64, Magmanite Item
RotaryCraft:rotarycraft_item_modingots:65, Magnetite Gem
RotaryCraft:rotarycraft_item_modingots:66, Essence Item
RotaryCraft:rotarycraft_item_modingots:67, Mimichite Gem
RotaryCraft:rotarycraft_item_modingots:68, Nether Uranium Ingot
RotaryCraft:rotarycraft_item_modingots:69, Quantum Dust
RotaryCraft:rotarycraft_item_modingots:70, Nether Iridium Ingot
RotaryCraft:rotarycraft_item_modingots:71, Dark Iron Ingot
RotaryCraft:rotarycraft_item_modingots:72, Chromite Ingot
RotaryCraft:rotarycraft_item_modingots:73, Nether Sapphire Gem
RotaryCraft:rotarycraft_item_modingots:74, Nether Peridot Gem
RotaryCraft:rotarycraft_item_modingots:75, Nether Titanium Ingot
RotaryCraft:rotarycraft_item_modingots:76, Nether Sulfur Dust
RotaryCraft:rotarycraft_item_modingots:77, Nether Osmium Ingot
RotaryCraft:rotarycraft_item_modingots:78, Silicon Item
RotaryCraft:rotarycraft_item_modingots:79, Rutile Ingot
RotaryCraft:rotarycraft_item_modingots:80, Amethyst Gem
RotaryCraft:rotarycraft_item_modingots:81, Teslatite Dust
RotaryCraft:rotarycraft_item_modingots:82, Mana Ingot
RotaryCraft:rotarycraft_item_modingots:83, Nether Saltpeter Dust
RotaryCraft:rotarycraft_item_modingots:84, Thorium Dust
RotaryCraft:rotarycraft_item_modingots:85, Draconium Dust
RotaryCraft:rotarycraft_item_modingots:86, Endium Ingot
RotaryCraft:rotarycraft_item_modingots:87, Dilithium Dust
RotaryCraft:rotarycraft_item_modingots:88, Eximite Ingot
RotaryCraft:rotarycraft_item_modingots:89, Meutoite Ingot
RotaryCraft:rotarycraft_item_spawner:0, Monster Spawner
RotaryCraft:rotarycraft_item_spawner:0, Monster Spawner
RotaryCraft:rotarycraft_item_spawner:0, Monster Spawner
RotaryCraft:rotarycraft_item_spawner:0, Monster Spawner
RotaryCraft:rotarycraft_item_spawner:0, Monster Spawner
RotaryCraft:rotarycraft_item_spawner:0, Monster Spawner
RotaryCraft:rotarycraft_item_spawner:0, Monster Spawner
RotaryCraft:rotarycraft_item_spawner:0, Monster Spawner
RotaryCraft:rotarycraft_item_spawner:0, Monster Spawner
RotaryCraft:rotarycraft_item_spawner:0, Monster Spawner
RotaryCraft:rotarycraft_item_spawner:0, Monster Spawner
RotaryCraft:rotarycraft_item_spawner:0, Monster Spawner
RotaryCraft:rotarycraft_item_spawner:0, Monster Spawner
RotaryCraft:rotarycraft_item_spawner:0, Monster Spawner
RotaryCraft:rotarycraft_item_spawner:0, Monster Spawner
RotaryCraft:rotarycraft_item_spawner:0, Monster Spawner
RotaryCraft:rotarycraft_item_spawner:0, Monster Spawner
RotaryCraft:rotarycraft_item_spawner:0, Monster Spawner
RotaryCraft:rotarycraft_item_spawner:0, Monster Spawner
RotaryCraft:rotarycraft_item_spawner:0, Monster Spawner
RotaryCraft:rotarycraft_item_spawner:0, Monster Spawner
RotaryCraft:rotarycraft_item_spawner:0, Monster Spawner
RotaryCraft:rotarycraft_item_spawner:0, Monster Spawner
RotaryCraft:rotarycraft_item_spawner:0, Monster Spawner
RotaryCraft:rotarycraft_item_spawner:0, Monster Spawner
RotaryCraft:rotarycraft_item_spawner:0, Monster Spawner
RotaryCraft:rotarycraft_item_spawner:0, Monster Spawner
RotaryCraft:rotarycraft_item_spawner:0, Monster Spawner
RotaryCraft:rotarycraft_item_steelpack, item.item.steelpack.name
RotaryCraft:rotarycraft_item_rangefinder:32000, Range Finder (32000 kJ)
RotaryCraft:rotarycraft_item_gearupgrade:0, Integrated Gearbox Upgrade
RotaryCraft:rotarycraft_item_gearupgrade:1, Integrated Gearbox Upgrade
RotaryCraft:rotarycraft_item_gearupgrade:1, Integrated Gearbox Upgrade
RotaryCraft:rotarycraft_item_gearupgrade:1, Integrated Gearbox Upgrade
RotaryCraft:rotarycraft_item_gearupgrade:2, Integrated Gearbox Upgrade
RotaryCraft:rotarycraft_item_gearupgrade:2, Integrated Gearbox Upgrade
RotaryCraft:rotarycraft_item_gearupgrade:2, Integrated Gearbox Upgrade
RotaryCraft:rotarycraft_item_gearupgrade:3, Integrated Gearbox Upgrade
RotaryCraft:rotarycraft_item_gearupgrade:3, Integrated Gearbox Upgrade
RotaryCraft:rotarycraft_item_gearupgrade:3, Integrated Gearbox Upgrade
RotaryCraft:rotarycraft_item_gearupgrade:4, Integrated Gearbox Upgrade
RotaryCraft:rotarycraft_item_gearupgrade:4, Integrated Gearbox Upgrade
RotaryCraft:rotarycraft_item_gearupgrade:4, Integrated Gearbox Upgrade
RotaryCraft:rotarycraft_item_heldpiston:32000, Handheld Piston (32000 kJ)
RotaryCraft:rotarycraft_item_voidrail, item.item.voidrailgun.name
ElectriCraft:electricraft_item_placer:1, Induction Generator
ElectriCraft:electricraft_item_placer:2, Induction Motor
ElectriCraft:electricraft_item_placer:2, Induction Motor
ElectriCraft:electricraft_item_placer:3, Resistor
ElectriCraft:electricraft_item_placer:4, Relay
ElectriCraft:electricraft_item_placer:6, RF Transfer Cable
ElectriCraft:electricraft_item_placer:7, Electric Meter
ElectriCraft:electricraft_item_placer:9, Transformer
ElectriCraft:electricraft_item_placer:10, EU Splitter
ElectriCraft:electricraft_item_placer:13, Fuse
ElectriCraft:electricraft_item_placer:13, Fuse
ElectriCraft:electricraft_item_placer:13, Fuse
ElectriCraft:electricraft_item_placer:13, Fuse
ElectriCraft:electricraft_item_placer:13, Fuse
ElectriCraft:electricraft_item_placer:14, Wireless Energy Transfer Pad
ElectriCraft:electricraft_item_placer:14, Wireless Energy Transfer Pad
ElectriCraft:electricraft_item_placer:14, Wireless Energy Transfer Pad
ElectriCraft:electricraft_item_placer:14, Wireless Energy Transfer Pad
ElectriCraft:electricraft_item_placer:14, Wireless Energy Transfer Pad
ElectriCraft:electricraft_item_ingots:0, Copper Ingot
ElectriCraft:electricraft_item_ingots:1, Tin Ingot
ElectriCraft:electricraft_item_ingots:2, Silver Ingot
ElectriCraft:electricraft_item_ingots:3, Nickel Ingot
ElectriCraft:electricraft_item_ingots:4, Aluminum Ingot
ElectriCraft:electricraft_item_ingots:5, Platinum Ingot
ElectriCraft:electricraft_item_wire:0, Steel Wire
ElectriCraft:electricraft_item_wire:1, Tin Wire
ElectriCraft:electricraft_item_wire:2, Nickel Wire
ElectriCraft:electricraft_item_wire:3, Aluminum Wire
ElectriCraft:electricraft_item_wire:4, Copper Wire
ElectriCraft:electricraft_item_wire:5, Silver Wire
ElectriCraft:electricraft_item_wire:6, Gold Wire
ElectriCraft:electricraft_item_wire:7, Platinum Wire
ElectriCraft:electricraft_item_wire:8, Superconducting Wire
ElectriCraft:electricraft_item_wire:8, Superconducting Wire
ElectriCraft:electricraft_item_wire:16, Insulated Steel Wire
ElectriCraft:electricraft_item_wire:17, Insulated Tin Wire
ElectriCraft:electricraft_item_wire:18, Insulated Nickel Wire
ElectriCraft:electricraft_item_wire:19, Insulated Aluminum Wire
ElectriCraft:electricraft_item_wire:20, Insulated Copper Wire
ElectriCraft:electricraft_item_wire:21, Insulated Silver Wire
ElectriCraft:electricraft_item_wire:22, Insulated Gold Wire
ElectriCraft:electricraft_item_wire:23, Insulated Platinum Wire
ElectriCraft:electricraft_item_wire:24, Insulated Superconducting Wire
ElectriCraft:electricraft_item_wire:24, Insulated Superconducting Wire
ElectriCraft:electricraft_item_battery:0, Redstone Battery
ElectriCraft:electricraft_item_battery:1, Lustrous Battery
ElectriCraft:electricraft_item_battery:2, Azulant Battery
ElectriCraft:electricraft_item_battery:3, Procyon Battery
ElectriCraft:electricraft_item_battery:4, Graphene Battery
ElectriCraft:electricraft_item_battery:5, Auroral Battery
ElectriCraft:electricraft_item_battery:5, Auroral Battery
ElectriCraft:electricraft_item_crafting:0, Lapis Dust
ElectriCraft:electricraft_item_crafting:1, Diamond Dust
ElectriCraft:electricraft_item_crafting:2, Quartz Dust
ElectriCraft:electricraft_item_crafting:3, Energy Crystal Dust
ElectriCraft:electricraft_item_crystal:0, Redstone Energy Crystal
ElectriCraft:electricraft_item_crystal:1, Lustrous Energy Crystal
ElectriCraft:electricraft_item_crystal:2, Azulant Energy Crystal
ElectriCraft:electricraft_item_crystal:3, Procyon Energy Crystal
ElectriCraft:electricraft_item_crystal:4, Graphene Energy Crystal
ElectriCraft:electricraft_item_crystal:5, Auroral Energy Crystal
ElectriCraft:electricraft_item_crystal:6, RF Energy Crystal
ElectriCraft:electricraft_item_crystal:7, EU Energy Crystal
ElectriCraft:electricraft_item_rfbattery:0, RF Storage Battery
ElectriCraft:electricraft_item_rfbattery:0, RF Storage Battery
ElectriCraft:electricraft_item_book:0, ElectriCraft Handbook
ElectriCraft:electricraft_item_eubattery:0, EU Storage Battery (RBSU)
ElectriCraft:electricraft_item_eubattery:0, EU Storage Battery (RBSU)
Mekanism:PartTransmitter:0, Basic Universal Cable
Mekanism:PartTransmitter:1, Advanced Universal Cable
Mekanism:PartTransmitter:2, Elite Universal Cable
Mekanism:PartTransmitter:3, Ultimate Universal Cable
Mekanism:PartTransmitter:4, Basic Mechanical Pipe
Mekanism:PartTransmitter:5, Advanced Mechanical Pipe
Mekanism:PartTransmitter:6, Elite Mechanical Pipe
Mekanism:PartTransmitter:7, Ultimate Mechanical Pipe
Mekanism:PartTransmitter:8, Basic Pressurized Tube
Mekanism:PartTransmitter:9, Advanced Pressurized Tube
Mekanism:PartTransmitter:10, Elite Pressurized Tube
Mekanism:PartTransmitter:11, Ultimate Pressurized Tube
Mekanism:PartTransmitter:12, Basic Logistical Transporter
Mekanism:PartTransmitter:13, Advanced Logistical Transporter
Mekanism:PartTransmitter:14, Elite Logistical Transporter
Mekanism:PartTransmitter:15, Ultimate Logistical Transporter
Mekanism:PartTransmitter:16, Restrictive Transporter
Mekanism:PartTransmitter:17, Diversion Transporter
Mekanism:PartTransmitter:18, Basic Thermodynamic Conductor
Mekanism:PartTransmitter:19, Advanced Thermodynamic Conductor
Mekanism:PartTransmitter:20, Elite Thermodynamic Conductor
Mekanism:PartTransmitter:21, Ultimate Thermodynamic Conductor
Mekanism:ElectricBow, Electric Bow
Mekanism:Dust:0, Iron Dust
Mekanism:Dust:1, Gold Dust
Mekanism:Dust:2, Osmium Dust
Mekanism:Dust:3, Copper Dust
Mekanism:Dust:4, Tin Dust
Mekanism:Dust:5, Silver Dust
Mekanism:Dust:6, Lead Dust
Mekanism:Ingot:0, Refined Obsidian Ingot
Mekanism:Ingot:1, Osmium Ingot
Mekanism:Ingot:2, Bronze Ingot
Mekanism:Ingot:3, Glowstone Ingot
Mekanism:Ingot:4, Steel Ingot
Mekanism:Ingot:5, Copper Ingot
Mekanism:Ingot:6, Tin Ingot
Mekanism:EnergyTablet, Energy Tablet
Mekanism:SpeedUpgrade, Speed Upgrade
Mekanism:EnergyUpgrade, Energy Upgrade
Mekanism:FilterUpgrade, Filter Upgrade
Mekanism:MufflingUpgrade, Muffling Upgrade
Mekanism:GasUpgrade, Gas Upgrade
Mekanism:Robit, Robit
Mekanism:AtomicDisassembler, Atomic Disassembler
Mekanism:EnrichedAlloy, Enriched Alloy
Mekanism:ReinforcedAlloy, Reinforced Alloy
Mekanism:AtomicAlloy, Atomic Alloy
Mekanism:ItemProxy, item.ItemProxy.name
Mekanism:ControlCircuit:0, Basic Control Circuit
Mekanism:ControlCircuit:1, Advanced Control Circuit
Mekanism:ControlCircuit:2, Elite Control Circuit
Mekanism:ControlCircuit:3, Ultimate Control Circuit
Mekanism:EnrichedIron, Enriched Iron
Mekanism:CompressedCarbon, Compressed Carbon
Mekanism:CompressedRedstone, Compressed Redstone
Mekanism:CompressedDiamond, Compressed Diamond
Mekanism:CompressedObsidian, Compressed Obsidian
Mekanism:PortableTeleporter, Portable Teleporter
Mekanism:TeleportationCore, Teleportation Core
Mekanism:Clump:0, Iron Clump
Mekanism:Clump:1, Gold Clump
Mekanism:Clump:2, Osmium Clump
Mekanism:Clump:3, Copper Clump
Mekanism:Clump:4, Tin Clump
Mekanism:Clump:5, Silver Clump
Mekanism:Clump:6, Lead Clump
Mekanism:DirtyDust:0, Dirty Iron Dust
Mekanism:DirtyDust:1, Dirty Gold Dust
Mekanism:DirtyDust:2, Dirty Osmium Dust
Mekanism:DirtyDust:3, Dirty Copper Dust
Mekanism:DirtyDust:4, Dirty Tin Dust
Mekanism:DirtyDust:5, Dirty Silver Dust
Mekanism:DirtyDust:6, Dirty Lead Dust
Mekanism:Configurator, Configurator
Mekanism:NetworkReader, Network Reader
Mekanism:WalkieTalkie, Walkie-Talkie
Mekanism:Jetpack, Jetpack
Mekanism:Dictionary, Dictionary
Mekanism:GasMask, Gas Mask
Mekanism:ScubaTank, Scuba Tank
Mekanism:Balloon:0, §8Black Balloon
Mekanism:Balloon:1, §cRed Balloon
Mekanism:Balloon:2, §2Green Balloon
Mekanism:Balloon:3, §6Brown Balloon
Mekanism:Balloon:4, §1Blue Balloon
Mekanism:Balloon:5, §5Purple Balloon
Mekanism:Balloon:6, §3Cyan Balloon
Mekanism:Balloon:7, §7Light Grey Balloon
Mekanism:Balloon:8, §8Grey Balloon
Mekanism:Balloon:9, §dPink Balloon
Mekanism:Balloon:10, §aLime Balloon
Mekanism:Balloon:11, §eYellow Balloon
Mekanism:Balloon:12, §9Light Blue Balloon
Mekanism:Balloon:13, §dMagenta Balloon
Mekanism:Balloon:14, §6Orange Balloon
Mekanism:Balloon:15, §fWhite Balloon
Mekanism:Shard:0, Iron Shard
Mekanism:Shard:1, Gold Shard
Mekanism:Shard:2, Osmium Shard
Mekanism:Shard:3, Copper Shard
Mekanism:Shard:4, Tin Shard
Mekanism:Shard:5, Silver Shard
Mekanism:Shard:6, Lead Shard
Mekanism:ElectrolyticCore, Electrolytic Core
Mekanism:Sawdust, Sawdust
Mekanism:Salt, Salt
Mekanism:BrineBucket, Brine Bucket
Mekanism:LithiumBucket, Lithium Bucket
